time,x,y,z,yaw,vx,vy,cov_xx,cov_yy,cov_xy,cov_yaw
0.0,0.2324105324230821,0.10887700572602452,0.0,-0.004468232843929712,9.817511998349821e-08,2.4952148580455855e-07,0.010545818564367941,0.03176989889593438,-0.006940382729420886,0.0015018226190363615
0.020000000000003126,0.2324105325597127,0.10887700643765477,0.0,-0.004468041658867117,1.0130025893952415e-07,2.2288419941206753e-07,0.010545977307435636,0.03177005708684738,-0.006940382635011091,0.0015057150787639172
0.03999999999999915,0.2324105327010168,0.10887700704456871,0.0,-0.00446785047375615,1.0395828329941223e-07,1.9993900641690932e-07,0.010546136231962922,0.03177021554786006,-0.006940382555889815,0.0015096848758393829
0.060000000000002274,0.23403424382863602,0.1096855639289041,0.0,-0.004619706077323129,1.4020635616512408e-06,3.0420054359011075e-07,0.010151280244641516,0.03111138808227682,-0.006692750889648734,0.0014265211670238301
0.0799999999999983,0.2340342481659498,0.10968556474882088,0.0,-0.004620045456861297,1.2249456913935721e-06,2.700825577557232e-07,0.01015143836420854,0.03111154767380426,-0.006692751185119394,0.0014303084485262935
0.10000000000000142,0.23403425181067433,0.1096855654501319,0.0,-0.0046203848364545445,1.0724477381911078e-06,2.4069809910784584e-07,0.0101515967678655,0.031111707316054036,-0.006692751435104924,0.0014341724095754901
0.12000000000000455,0.23403425488813673,0.1096855660531461,0.0,-0.004620724216088042,9.411430044729114e-07,2.15388368474266e-07,0.010151755408622943,0.03111186700162226,-0.006692751646980704,0.001438113049830269
0.14000000000000057,0.2340342574987132,0.10968556657435655,0.0,-0.004621063595750871,8.280816557633988e-07,1.9358624551756226e-07,0.010151914247972354,0.031112026724234,-0.006692751826824725,0.0014421303690349012
0.1600000000000037,0.23403425972324687,0.10968556702722794,0.0,-0.004621402975435011,7.307244046355628e-07,1.748035395487821e-07,0.010152073254202445,0.031112186478560355,-0.006692751979668378,0.0014462243669976155
0.17999999999999972,0.235119271627034,0.11097274911119359,0.0,-0.004756545902469306,1.5701655658438184e-06,6.033477537408447e-07,0.009563712880225814,0.029660930860791464,-0.00641147969216859,0.0013675238216673518
0.20000000000000284,0.23471548828341451,0.1114317408547149,0.0,-0.004744463872020539,1.060226548484041e-06,8.124373527460735e-07,0.009352489466591889,0.028887657502689484,-0.006357662887161953,0.0013689634245710688
