time,x,y,z,yaw
1768960498.934964,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960498.9846733,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960499.0346127,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960499.0847266,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960499.1347446,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960499.184642,-6.525130660080982e-16,3.349293956866286e-32,0.0,-1.2397466741772375e-16
1768960499.234747,-6.525131589844309e-16,3.3492951095430255e-32,0.0,-1.239753154188994e-16
1768960499.2849774,-6.525131589844309e-16,3.3492951095430255e-32,0.0,-1.239753154188994e-16
1768960499.3347414,-6.525131589844309e-16,3.3492951095430255e-32,0.0,-1.239753154188994e-16
1768960499.3849895,-6.525131589844309e-16,3.3492951095430255e-32,0.0,-1.239753154188994e-16
1768960499.4348738,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.4846582,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.5346951,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.5846593,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.6352823,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.6855993,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.7347813,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.7846203,-6.525133669630074e-16,3.3492976879756817e-32,0.0,-1.239759127467489e-16
1768960499.8346696,-6.525132142315061e-16,3.3492957944685043e-32,0.0,-1.2397620404042458e-16
1768960499.8846574,-6.525132142315061e-16,3.3492957944685043e-32,0.0,-1.2397620404042458e-16
1768960499.9352489,-6.525132142315061e-16,3.3492957944685043e-32,0.0,-1.2397620404042458e-16
1768960499.9849718,-6.525132142315061e-16,3.3492957944685043e-32,0.0,-1.2397620404042458e-16
1768960500.035153,-6.525136982410546e-16,3.349301795044904e-32,0.0,-1.239766629341499e-16
1768960500.0847535,-6.525136982410546e-16,3.349301795044904e-32,0.0,-1.239766629341499e-16
1768960500.1346333,-6.525136982410546e-16,3.349301795044904e-32,0.0,-1.239766629341499e-16
1768960500.184596,-6.525136986717343e-16,3.3493018003822975e-32,0.0,-1.2397686881761656e-16
1768960500.2347527,-6.525136986717343e-16,3.3493018003822975e-32,0.0,-1.2397686881761656e-16
1768960500.2846012,-6.525136986717343e-16,3.3493018003822975e-32,0.0,-1.2397686881761656e-16
1768960500.334858,-6.525141337995435e-16,3.349307194967752e-32,0.0,-1.239773046228963e-16
1768960500.3845735,-6.525141337995435e-16,3.349307194967752e-32,0.0,-1.239773046228963e-16
1768960500.4346051,-6.525141337995435e-16,3.349307194967752e-32,0.0,-1.239773046228963e-16
1768960500.4849544,-6.525141337995435e-16,3.349307194967752e-32,0.0,-1.239773046228963e-16
1768960500.5345745,-6.525141337995435e-16,3.349307194967752e-32,0.0,-1.239773046228963e-16
1768960500.5847287,-6.525139998692789e-16,3.34930553453467e-32,0.0,-1.239772743155574e-16
1768960500.6349034,-6.525139998692789e-16,3.34930553453467e-32,0.0,-1.239772743155574e-16
1768960500.6846201,-6.525139998692789e-16,3.34930553453467e-32,0.0,-1.239772743155574e-16
1768960500.7350547,-6.525139998692789e-16,3.34930553453467e-32,0.0,-1.239772743155574e-16
1768960500.7846348,-6.525144694327328e-16,3.34931135605913e-32,0.0,-1.23977544365413e-16
1768960500.83461,-6.525144694327328e-16,3.34931135605913e-32,0.0,-1.23977544365413e-16
1768960500.8847506,-6.525144694327328e-16,3.34931135605913e-32,0.0,-1.23977544365413e-16
1768960500.9346502,-6.525143634330577e-16,3.349310041899248e-32,0.0,-1.2397778947494384e-16
1768960500.9846087,-6.525143634330577e-16,3.349310041899248e-32,0.0,-1.2397778947494384e-16
1768960501.0346262,-6.525143634330577e-16,3.349310041899248e-32,0.0,-1.2397778947494384e-16
1768960501.084697,-6.525147884846372e-16,3.3493153115993803e-32,0.0,-1.239781794287318e-16
1768960501.1345994,-6.525147884846372e-16,3.3493153115993803e-32,0.0,-1.239781794287318e-16
1768960501.184762,-6.525147884846372e-16,3.3493153115993803e-32,0.0,-1.239781794287318e-16
1768960501.2350724,-6.525147884846372e-16,3.3493153115993803e-32,0.0,-1.239781794287318e-16
1768960501.2850952,-6.525147884846372e-16,3.3493153115993803e-32,0.0,-1.239781794287318e-16
1768960501.3346994,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.3846684,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.4346182,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.4846642,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.5350292,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.5846136,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.6348956,-6.525146892784648e-16,3.349314081657569e-32,0.0,-1.2397838482728846e-16
1768960501.6846135,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.73471,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.784665,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.8347285,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.8879688,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.9346492,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960501.984701,-6.525151419623377e-16,3.349319693956628e-32,0.0,-1.2397831411483447e-16
1768960502.034664,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.0847175,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.1347232,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.1847103,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.2347105,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.2853885,-6.525149251848219e-16,3.3493170063779214e-32,0.0,-1.2397911756332392e-16
1768960502.334625,-6.52515318724711e-16,3.34932188545501e-32,0.0,-1.2397938997621753e-16
1768960502.3846838,-6.52515318724711e-16,3.34932188545501e-32,0.0,-1.2397938997621753e-16
1768960502.4346058,-6.52515318724711e-16,3.34932188545501e-32,0.0,-1.2397938997621753e-16
1768960502.4846432,-6.52515318724711e-16,3.34932188545501e-32,0.0,-1.2397938997621753e-16
1768960502.5369444,-6.52515318724711e-16,3.34932188545501e-32,0.0,-1.2397938997621753e-16
1768960502.584679,-6.525156862153954e-16,3.349326441579084e-32,0.0,-1.2397937139284418e-16
1768960502.6345706,-6.525156862153954e-16,3.349326441579084e-32,0.0,-1.2397937139284418e-16
1768960502.6845863,-6.525156862153954e-16,3.349326441579084e-32,0.0,-1.2397937139284418e-16
1768960502.7345803,-6.525156862153954e-16,3.349326441579084e-32,0.0,-1.2397937139284418e-16
1768960502.7846036,-6.52515974069723e-16,3.3493300103724953e-32,0.0,-1.2397921550549506e-16
1768960502.8820252,-6.52515974069723e-16,3.3493300103724953e-32,0.0,-1.2397921550549506e-16
1768960502.8845875,-6.52515974069723e-16,3.3493300103724953e-32,0.0,-1.2397921550549506e-16
1768960502.9346416,-6.52515974069723e-16,3.3493300103724953e-32,0.0,-1.2397921550549506e-16
1768960502.986217,-6.52515974069723e-16,3.3493300103724953e-32,0.0,-1.2397921550549506e-16
1768960503.0346777,-6.525162179317832e-16,3.349333033754417e-32,0.0,-1.2397932998624948e-16
1768960503.0847337,-6.525162179317832e-16,3.349333033754417e-32,0.0,-1.2397932998624948e-16
1768960503.1346502,-6.525162179317832e-16,3.349333033754417e-32,0.0,-1.2397932998624948e-16
1768960503.1846457,-6.525162213189006e-16,3.349333075750169e-32,0.0,-1.239789396696456e-16
1768960503.2360115,-6.525162213189006e-16,3.349333075750169e-32,0.0,-1.239789396696456e-16
1768960503.2867095,-6.525162213189006e-16,3.349333075750169e-32,0.0,-1.239789396696456e-16
1768960503.3347056,-6.525165908713415e-16,3.3493376574282376e-32,0.0,-1.2397938947448256e-16
1768960503.3846416,-6.525165908713415e-16,3.3493376574282376e-32,0.0,-1.2397938947448256e-16
1768960503.4347372,-6.525165908713415e-16,3.3493376574282376e-32,0.0,-1.2397938947448256e-16
1768960503.4846127,-6.525165908713415e-16,3.3493376574282376e-32,0.0,-1.2397938947448256e-16
1768960503.5346527,-6.525165965913427e-16,3.349337728345416e-32,0.0,-1.2397953183050327e-16
1768960503.5848677,-6.525165965913427e-16,3.349337728345416e-32,0.0,-1.2397953183050327e-16
1768960503.6371372,-6.525165965913427e-16,3.349337728345416e-32,0.0,-1.2397953183050327e-16
1768960503.6847842,-6.525165965913427e-16,3.349337728345416e-32,0.0,-1.2397953183050327e-16
1768960503.736996,-6.525170097075279e-16,3.349342850144101e-32,0.0,-1.2397964804409966e-16
1768960503.7845476,-6.525170097075279e-16,3.349342850144101e-32,0.0,-1.2397964804409966e-16
1768960503.8347275,-6.525169962810274e-16,3.3493426836832227e-32,0.0,-1.2398004442802754e-16
1768960503.8847904,-6.525175007797755e-16,3.3493489384564806e-32,0.0,-1.2398049588295082e-16
1768960503.934922,-6.525178801116678e-16,3.3493536414366717e-32,0.0,-1.2398071789223413e-16
1768960503.9861765,-6.525181414555493e-16,3.3493568816142566e-32,0.0,-1.2398150423764615e-16
1768960504.0374646,-6.525181126786515e-16,3.3493565248342066e-32,0.0,-1.2398149082910797e-16
1768960504.0846367,-6.525185528745056e-16,3.3493619824571453e-32,0.0,-1.2398189977058137e-16
1768960504.1380196,-6.5251867998449715e-16,3.349363558388769e-32,0.0,-1.2398178948981823e-16
1768960504.184639,-6.525190053161274e-16,3.349367591924791e-32,0.0,-1.2398238274359143e-16
1768960504.2349594,-6.525191061558798e-16,3.349368842167153e-32,0.0,-1.239827748703303e-16
1768960504.2936747,-6.525193867448403e-16,3.349372320989156e-32,0.0,-1.239829438411121e-16
1768960504.334672,-6.525195357070252e-16,3.349374167875518e-32,0.0,-1.239834831996571e-16
1768960504.3847606,-6.525194211545856e-16,3.349372747612546e-32,0.0,-1.2398354519096996e-16
1768960504.4349234,-6.525199441733785e-16,3.3493792321890873e-32,0.0,-1.2398463337809567e-16
1768960504.484614,-6.525205442100263e-16,3.349386671718345e-32,0.0,-1.2398454047591625e-16
1768960504.5359423,-6.525207057906957e-16,3.3493886750753234e-32,0.0,-1.2398498546588906e-16
1768960504.5848289,-6.5252068643398e-16,3.3493884350839766e-32,0.0,-1.2398503469951482e-16
1768960504.6346242,-6.525208512972634e-16,3.349390479128344e-32,0.0,-1.2398619059758002e-16
1768960504.684889,-6.525213327025006e-16,3.3493964478907157e-32,0.0,-1.239862102735772e-16
1768960504.734694,-6.525214429998189e-16,3.3493978154264886e-32,0.0,-1.23986230565301e-16
1768960504.784603,-6.525217799455265e-16,3.349401993093648e-32,0.0,-1.2398650863941162e-16
1768960504.8353145,-6.52521699049447e-16,3.349400990087597e-32,0.0,-1.2398704161296048e-16
1768960504.8848245,-6.525220653006675e-16,3.3494055311289595e-32,0.0,-1.2398700392031094e-16
1768960504.9345956,-6.525224853026376e-16,3.349410738610194e-32,0.0,-1.2398697593784857e-16
1768960504.9846091,-6.525228647774734e-16,3.349415443611501e-32,0.0,-1.2398719443798858e-16
1768960505.0346563,-6.525227059107909e-16,3.349413473859598e-32,0.0,-1.239875425612361e-16
1768960505.084684,2.3999999887442686e-06,-2.0995475593065114e-21,0.0,-1.1431063435062203e-15
1768960505.1345723,0.0002583999995431203,4.812214710368192e-17,0.0,4.860706890929812e-13
1768960505.1846528,0.000666399999161559,3.5510401807375624e-16,0.0,9.513821175997702e-13
1768960505.2347286,0.0021743999985324772,2.0361414737624836e-15,0.0,1.1699652087594763e-12
1768960505.2846367,0.003278399998163087,3.358603312512986e-15,0.0,1.2257075557153195e-12
1768960505.3354223,0.004606399997853748,4.9890879858506314e-15,0.0,1.2370059245566777e-12
1768960505.384664,0.00797039999716616,9.187007339483626e-15,0.0,1.2343675733466995e-12
1768960505.434617,0.009994399996813941,1.1701680997640999e-14,0.0,1.2294353978888701e-12
1768960505.48462,0.014746399996124822,1.7717174510623994e-14,0.0,1.2471211152780979e-12
1768960505.5346427,0.017466399995762383,2.106437875072751e-14,0.0,1.2300821414844444e-12
1768960505.58604,0.020394399995422162,2.4707062562758e-14,0.0,1.2391486404878071e-12
1768960505.6346667,0.026998399994711146,3.2887691742370806e-14,0.0,1.2126019314059601e-12
1768960505.684706,0.03062639999438458,3.729416385631827e-14,0.0,1.233176839810926e-12
1768960505.7346811,0.03861439999366373,4.712030738406026e-14,0.0,1.2131217440154876e-12
1768960505.786919,0.0429503999933215,5.2314883569956565e-14,0.0,1.1638241667678682e-12
1768960505.8346837,0.04751439999298909,5.784291645018045e-14,0.0,1.2205683618635833e-12
1768960505.884631,0.05733839999224345,6.967105417364021e-14,0.0,1.1666287371262425e-12
1768960505.9345937,0.0625863999919652,7.58130667882275e-14,0.0,1.1805307022647329e-12
1768960505.9849775,0.07381439999119399,8.908923469954095e-14,0.0,1.1670397517477291e-12
1768960506.0346248,0.07976239999088125,9.593927294798191e-14,0.0,1.1535488012307246e-12
1768960506.0845957,0.09237439999013561,1.1065732125301989e-13,0.0,1.1699893860901567e-12
1768960506.134613,0.09902239998980986,1.183232877401092e-13,0.0,1.1175245785240286e-12
1768960506.1846135,0.10589839998948361,1.261619019344134e-13,0.0,1.1526300626650505e-12
1768960506.2349994,0.12036239998871186,1.4286009963663748e-13,0.0,1.139912786729668e-12
1768960506.2846863,0.12793039998841127,1.513778721672279e-13,0.0,1.1044204652978366e-12
1768960506.3346176,0.1437823999876548,1.6941530666300275e-13,0.0,1.1402996240204787e-12
1768960506.3849714,0.15204639998734648,1.787110059874388e-13,0.0,1.1154453280859253e-12
1768960506.4349697,0.16054639998700204,1.881266681977769e-13,0.0,1.1222149806751032e-12
1768960506.4846134,0.17823839998626095,2.0800329680230682e-13,0.0,1.094072567768664e-12
1768960506.5349295,0.18742639998596453,2.1806394075785716e-13,0.0,1.0879798804384034e-12
1768960506.5845191,0.19685839998556015,2.2843069467065623e-13,0.0,1.1146716535043043e-12
1768960506.6345673,0.21639039998492104,2.499487930461697e-13,0.0,1.071636004901674e-12
1768960506.684796,0.22651439998452483,2.6079714023762484e-13,0.0,1.0877864617929982e-12
1768960506.7353902,0.24691439998434175,2.8159798096280866e-13,0.0,9.142899368646416e-13
1768960506.7848995,0.25711439998429064,2.9022458794123883e-13,0.0,7.734811630097436e-13
1768960506.8346004,0.2775143999842057,3.0275428647496686e-13,0.0,4.3693272000490523e-13
1768960506.885957,0.28771439998416726,3.0620048450608513e-13,0.0,2.3655100336524307e-13
1768960506.9346528,0.29791439998413055,3.075467653168452e-13,0.0,2.59180985191115e-14
1768960506.9846816,0.3183143999840605,3.037608854617322e-13,0.0,-3.9921608408125354e-13
1768960507.0346358,0.32851439998402576,2.985899346865227e-13,0.0,-6.146844550625116e-13
1768960507.0846841,0.34891439998395846,2.8159299076528186e-13,0.0,-1.054711873359066e-12
1768960507.13464,0.3591143999839253,2.6970119659608396e-13,0.0,-1.2769498969295004e-12
1768960507.1846435,0.36931439998389215,2.555427486632558e-13,0.0,-1.4991879204999347e-12
1768960507.2346191,0.38971439998382584,2.2042571742992837e-13,0.0,-1.9436639676408064e-12
1768960507.2846637,0.39991439998379263,1.9946725018061596e-13,0.0,-2.1659019912112466e-12
1768960507.3345923,0.4203143999837262,1.507500642631324e-13,0.0,-2.6103780383521266e-12
1768960507.3870075,0.43051439998369295,1.229915486845389e-13,0.0,-2.832422643277161e-12
1768960507.4346132,0.44071439998365974,9.29663213167215e-14,0.0,-3.0548540854930066e-12
1768960507.4845657,0.4611143999835934,2.6115702200618146e-14,0.0,-3.4995235512792914e-12
1768960507.5346534,0.47131439998356184,-1.0747029017166519e-14,0.0,-3.728531227438904e-12
1768960507.5845525,0.491714399983499,-9.14853196338271e-14,0.0,-4.186739998403533e-12
1768960507.637123,0.5019143999834674,-1.3536073396871905e-13,0.0,-4.416134511853955e-12
1768960507.6846416,0.5121143999834361,-1.8157359329145917e-13,0.0,-4.645142188013567e-12
1768960507.734611,0.5325143999833735,-2.8100497395721616e-13,0.0,-5.100836516587931e-12
1768960507.784994,0.5427143999833417,-3.3416349683642555e-13,0.0,-5.322881121512966e-12
1768960507.8349462,0.5631143999832784,-4.4728120019285897e-13,0.0,-5.7673571686538455e-12
1768960507.8846395,0.5733143999832466,-5.072399744909273e-13,0.0,-5.98940177357888e-12
1768960507.9346988,0.583514399983215,-5.694656926805937e-13,0.0,-6.2114463785039145e-12
1768960507.984632,0.6039143999831516,-7.007166261460695e-13,0.0,-6.655922425644794e-12
1768960508.0350482,0.61411439998312,-7.69742421677814e-13,0.0,-6.878353867860639e-12
1768960508.0846307,0.6345143999830565,-9.145937419298193e-13,0.0,-7.322829915001519e-12
1768960508.1345572,0.6447143999830252,-9.904192086244869e-13,0.0,-7.545261357217365e-12
