time,x,y,z,yaw,vx,vy,cov_xx,cov_yy,cov_xy,cov_yaw
0.0,0.24940442765561735,0.13400027715249352,0.0,-0.007566666602652603,2.3224638230978873e-07,4.47989214430058e-08,0.0006395826161581311,0.002303221308392814,-0.0005179782520738472,0.0002738559499920619
0.020000000000010232,0.24940442830782297,0.1340002772921604,0.0,-0.0075667099199295314,1.9460365375619494e-07,3.5891913932628614e-08,0.0006397423963825943,0.0023033811239975607,-0.0005179782592775489,0.00027507320101726476
0.04000000000000625,0.2494044288595833,0.1340002774082784,0.0,-0.007566753237229272,1.6220449644766106e-07,2.8226950537805173e-08,0.000639902203661555,0.0023035409616132623,-0.0005179782654573622,0.0002762941590020203
0.060000000000002274,0.24940442932555873,0.1340002775042719,0.0,-0.007566796554546813,1.3431920510043016e-07,2.1631166330886132e-08,0.0006400620341458851,0.0023037008181233808,-0.0005179782707617879,0.0002775188233752315
0.0799999999999983,0.2493500584048317,0.13397141369875784,0.0,-0.007527411241911768,-6.60471458548817e-07,-3.7982427749061824e-08,0.0006392756509357207,0.0022991430663379885,-0.0005174555445232825,0.00027587027120581887
0.10000000000000853,0.2494076510272055,0.13400720455552276,0.0,-0.007567579240660455,2.511569444913741e-07,4.867846657189755e-08,0.0006379161282626832,0.0022956045020548605,-0.0005161179112290798,0.00027154751741005536
0.12000000000000455,0.249407651729376,0.134007204705079,0.0,-0.007567622009834979,2.1098097871841568e-07,3.928531154949599e-08,0.0006380758990268927,0.0022957643107757,-0.0005161179189627882,0.00027274046872736974
0.14000000000000057,0.2494076523239516,0.13400720482971692,0.0,-0.007567664779034486,1.7640118876691863e-07,3.1201798307615426e-08,0.0006382356982509944,0.0022959241425388327,-0.0005161179255956628,0.00027393701517593606
0.1599999999999966,0.24941083393482713,0.13401408110627713,0.0,-0.007568277440332311,2.0024491616690609e-07,5.600913674259204e-08,0.0006359445807356582,0.002287724612696284,-0.0005142709083945395,0.0002670412801574523
0.18000000000000682,0.24941083450700297,0.13401408127562434,0.0,-0.007568319348822641,1.6724341720288495e-07,4.564302773392819e-08,0.0006361043046804401,0.002287884367526228,-0.0005142709148702072,0.0002682042372749094
0.20000000000000284,0.2494108349897543,0.13401408141711865,0.0,-0.007568361257327332,1.388395028609878e-07,3.6721918598023594e-08,0.0006362640638371687,0.0022880441531299635,-0.0005142709204175571,0.0002693706848199609
0.21999999999999886,0.24941083539629758,0.1340140815348611,0.0,-0.007568403165843256,1.1439331762266157e-07,2.904470122042297e-08,0.0006364238531603351,0.0022882039651149306,-0.0005142709251730943,0.00027054062189266984
0.2400000000000091,0.24941083573781075,0.13401408163232423,0.0,-0.007568445074368034,9.335404904889087e-08,2.2438254823123527e-08,0.0006365836683462014,0.002288363799730308,-0.0005142709292524269,0.00027171404781084306
0.2600000000000051,0.24941083602376865,0.13401408171245444,0.0,-0.007568486982899836,7.524753878676009e-08,1.6753551797036028e-08,0.0006367435057192752,0.002288523653769782,-0.000514270932753667,0.00027289096205618187
0.28000000000000114,0.2494108362622182,0.1340140817777563,0.0,-0.007568528891437259,5.966561627330657e-08,1.1862304904907284e-08,0.0006369033621372546,0.0022886835244899065,-0.0005142709357602306,0.0002740713642339345
0.29999999999999716,0.24941400179906031,0.13402091349631454,0.0,-0.007569135706522581,9.971218429644321e-08,3.934792131835292e-08,0.0006346223762341086,0.0022805365085712148,-0.0005124371956730953,0.0002671323687678052
0.3200000000000074,0.24941400210363981,0.13402091362087157,0.0,-0.007569176773036671,8.08081983441968e-08,3.1356324394543834e-08,0.0006347821431955217,0.0022806962928855748,-0.0005124371994633403,0.0002682795390789572
0.3400000000000034,0.249414002357711,0.13402091372417535,0.0,-0.007569217839551813,6.453968438317503e-08,2.4479193599141905e-08,0.0006349419392647509,0.002280856103822751,-0.0005124372027124856,0.0002694300962134901
0.35999999999999943,0.2494140025686718,0.1340209138093309,0.0,-0.007569258906067979,5.053985058603978e-08,1.8561421332881187e-08,0.0006351017602931905,0.0022810159375967988,-0.0005124372054995451,0.0002705840395251836
0.38000000000000966,0.24941400274279593,0.13402091387897336,0.0,-0.007569299972585121,3.8492950324033536e-08,1.3469486336104398e-08,0.0006352616027368216,0.0022811757909715212,-0.0005124372078915719,0.0002717413685228855
0.4000000000000057,0.24941400288541385,0.1340209139353433,0.0,-0.007569341039103187,2.812718003164132e-08,9.088449029859328e-09,0.0006354214635649861,0.0022813356611780062,-0.0005124372099455734,0.0002729020828323556
0.4200000000000017,0.24941715128528869,0.13402770075756787,0.0,-0.007569945998899088,7.245739297311276e-08,3.688231945309221e-08,0.0006331517030922587,0.0022732417452590034,-0.0005106165907815581,0.00026601706379361726
0.4399999999999977,0.2494171515175741,0.13402770087525764,0.0,-0.007569986249258436,5.744622304965351e-08,2.928637917961453e-08,0.0006333114736173635,0.002273401529549023,-0.0005106165938889739,0.00026714530088490693
0.46000000000000796,0.2494171517098402,0.1340277009727462,0.0,-0.007570026499614892,4.452863425652259e-08,2.2749780604782177e-08,0.0006334712727983558,0.0022735613405220558,-0.0005106165965525257,0.0002682768261065696
0.480000000000004,0.2493632274981425,0.13399909982977698,0.0,-0.007532226356460613,-7.363821172176363e-07,-3.829835569178727e-08,0.0006327031933383892,0.0022691208835837148,-0.0005101100504087108,0.0002667945594860278
0.5,0.2494202986035119,0.13403444441657106,0.0,-0.0075707988628369825,1.8450732695956659e-07,4.938568646392234e-08,0.0006313754033123169,0.0022656831296932155,-0.000508808918204264,0.0002627711214221578
0.5200000000000102,0.24942029913061212,0.13403444456691832,0.0,-0.007570838644500458,1.5398983773441476e-07,4.0098067733173896e-08,0.0006315351552969712,0.002265842910700048,-0.0005088089243254672,0.00026387499901009236
